order_id,order_date,ship_date,customer_id,product_id,quantity,unit_price_gbp,status
O60857,2024-09-08,2024-09-10,C40160,P50024,3,91.71,Shipped
O60858,2024-01-13,2024-01-14,C40233,P50055,3,57.64,Shipped
O60859,2024-07-13,2024-07-21,C40181,P50026,1,98.33,Shipped
O60860,2025-09-16,2025-09-18,C40029,P50045,5,41.8,Shipped
O60861,2025-07-11,2025-07-19,C40023,P50034,4,163.26,Shipped
O60862,2024-08-28,2024-09-06,C40094,P50028,3,84.49,Shipped
O60863,2024-08-16,2024-08-25,C40176,P50029,7,76.2,Shipped
O60864,2024-09-10,2024-09-13,C40084,P50015,5,35.71,Shipped
O60865,2024-03-27,2024-04-02,C40298,P50044,2,92.81,Shipped
O60866,2024-04-25,2024-05-03,C40177,P50031,2,19.44,Pending
O60867,2025-12-26,2025-12-26,C40268,P50000,8,161.11,Shipped
O60868,2025-05-21,2025-05-21,C40277,P50023,3,67.01,Shipped
O60869,2025-05-10,2025-05-12,C40028,P50024,4,87.66,Shipped
O60870,2024-07-23,2024-08-01,C40263,P50053,2,113.81,Shipped
O60871,2025-09-17,2025-09-17,C40015,P50025,8,64.67,Shipped
O60872,2024-05-09,2024-05-16,C40031,P50034,4,176.29,Shipped
O60873,2025-12-09,2025-12-17,C40162,P50004,7,117.77,Shipped
O60874,2025-01-02,2025-01-11,C40162,P50023,4,71.32,Shipped
O60875,2024-08-29,2024-09-03,C40194,P50017,8,175.73,Shipped
O60876,2025-07-02,2025-07-07,C40011,P50029,4,71.63,Shipped
O60877,2024-10-31,2024-11-07,C40032,P50053,9,96.52,Shipped
O60878,2024-07-16,2024-07-22,C40237,P50056,7,190.85,Pending
O60879,2025-05-14,2025-05-21,C40177,P50017,5,139.16,Shipped
O60880,2025-06-11,2025-06-14,C40112,P50036,5,69.42,Shipped
O60881,2025-03-16,2025-03-25,C40054,P50057,6,69.62,Shipped
O60882,2024-12-03,2024-12-07,C40064,P50013,7,40.04,Shipped
O60883,2024-08-28,2024-08-30,C40092,P50026,7,85.09,Shipped
O60884,2024-10-22,2024-10-29,C40145,P50030,1,40.15,Shipped
O60885,2025-10-01,2025-10-07,C40244,P50000,3,120.86,Cancelled
O60886,2024-09-19,2024-09-19,C40130,P50027,4,78.96,Pending
O60887,2025-12-08,2025-12-09,C40131,P50007,5,86.81,Cancelled
O60888,2024-04-16,2024-04-16,C40282,P50018,1,86.24,Shipped
O60889,2024-04-28,2024-05-03,C40027,P50006,2,70.57,Shipped
O60890,2024-08-31,2024-09-08,C40009,P50044,5,88.43,Shipped
O60891,2024-01-03,2024-01-06,C40297,P50050,5,33.72,Shipped
O60892,2025-10-04,2025-10-05,C40284,P50016,6,155.7,Shipped
O60893,2024-09-05,2024-09-13,C40121,P50002,1,41.71,Shipped
O60894,2024-03-15,2024-03-22,C40070,P50029,8,66.5,Shipped
O60895,2025-03-28,2025-04-02,C40036,P50006,3,62.14,Shipped
O60896,2025-12-01,2025-12-02,C40043,P50026,5,80.52,Shipped
O60897,2025-12-27,2026-01-02,C40267,P50032,9,129.21,Shipped
O60898,2024-03-19,2024-03-22,C40222,P50028,4,86.13,Cancelled
O60899,2025-08-02,2025-08-04,C40253,P50031,3,16.92,Shipped
O60900,2024-09-21,2024-09-23,C40156,P50034,3,138.08,Shipped
O60901,2025-09-03,2025-09-03,C40197,P50009,6,104.85,Pending
O60902,2025-03-19,2025-03-23,C40268,P50040,9,8.1,Shipped
O60903,2025-06-18,2025-06-25,C40107,P50040,6,7.16,Cancelled
O60904,2025-09-04,2025-09-12,C40162,P50008,2,130.17,Shipped
O60905,2025-10-16,2025-10-23,C40086,P50026,9,115.72,Pending
O60906,2024-04-14,2024-04-22,C40151,P50017,1,153.37,Shipped
O60907,2025-06-13,2025-06-22,C40063,P50023,4,87.28,Shipped
O60908,2024-04-13,2024-04-15,C40061,P50046,2,70.15,Shipped
O60909,2025-11-21,2025-11-25,C40107,P50035,1,130.18,Shipped
O60910,2025-04-04,2025-04-07,C40284,P50054,9,66.19,Shipped
O60911,2024-05-20,2024-05-26,C40081,P50034,1,155.5,Shipped
O60912,2024-08-01,2024-08-09,C40199,P50002,9,39.01,Pending
O60913,2025-10-16,2025-10-24,C40171,P50042,5,95.86,Shipped
O60914,2025-04-16,2025-04-16,C40180,P50004,3,95.36,Shipped
O60915,2024-06-16,2024-06-21,C40039,P50020,8,103.19,Shipped
O60916,2025-08-22,2025-08-23,C40237,P50056,1,161.86,Shipped
O60917,2025-06-09,2025-06-12,C40235,P50059,7,96.28,Shipped
O60918,2024-02-26,2024-03-01,C40030,P50008,7,140.76,Shipped
O60919,2024-07-26,2024-08-01,C40118,P50059,4,82.84,Shipped
O60920,2025-09-09,2025-09-16,C40259,P50058,3,85.16,Shipped
O60921,2024-09-13,2024-09-22,C40071,P50052,1,47.61,Shipped
O60922,2024-01-28,2024-01-31,C40150,P50049,1,56.24,Shipped
O60923,2025-03-17,2025-03-22,C40248,P50004,1,82.53,Shipped
O60924,2025-10-19,2025-10-19,C40240,P50007,5,93.0,Pending
O60925,2025-02-10,2025-02-11,C40116,P50036,5,71.1,Shipped
O60926,2025-12-14,2025-12-23,C40213,P50006,4,67.38,Shipped
O60927,2024-03-24,2024-04-02,C40279,P50015,7,51.78,Pending
O60928,2025-05-02,2025-05-11,C40135,P50058,4,65.42,Shipped
O60929,2025-04-19,2025-04-21,C40292,P50054,8,63.3,Shipped
O60930,2025-12-20,2025-12-26,C40230,P50015,6,46.6,Pending
O60931,2025-01-15,2025-01-17,C40194,P50032,9,140.67,Shipped
O60932,2025-08-23,2025-08-29,C40216,P50032,7,114.73,Shipped
O60933,2024-04-16,2024-04-20,C40056,P50015,2,53.31,Shipped
O60934,2024-02-02,2024-02-11,C40001,P50014,6,81.35,Shipped
O60935,2025-06-07,2025-06-10,C40248,P50026,6,120.43,Shipped
O60936,2024-01-03,2024-01-09,C40212,P50036,1,54.82,Shipped
O60937,2025-10-01,2025-10-07,C40281,P50048,1,73.68,Shipped
O60938,2024-01-16,2024-01-23,C40152,P50050,1,28.66,Shipped
O60939,2025-05-18,2025-05-18,C40115,P50001,2,143.19,Shipped
O60940,2024-11-26,2024-11-30,C40251,P50039,8,56.06,Shipped
O60941,2025-04-16,2025-04-20,C40282,P50036,3,77.41,Shipped
O60942,2025-03-31,2025-04-02,C40242,P50002,2,33.6,Shipped
O60943,2024-11-20,2024-11-28,C40248,P50050,5,29.04,Shipped
O60944,2024-12-17,2024-12-25,C40051,P50035,4,142.02,Shipped
O60945,2025-01-02,2025-01-02,C40260,P50043,9,117.48,Shipped
O60946,2025-05-09,2025-05-15,C40006,P50039,1,56.6,Shipped
O60947,2025-06-03,2025-06-11,C40226,P50020,8,144.68,Pending
O60948,2024-11-24,2024-11-26,C40058,P50012,3,100.23,Shipped
O60949,2024-09-14,2024-09-20,C40012,P50022,3,60.77,Shipped
O60950,2024-02-01,2024-02-07,C40222,P50045,5,51.78,Pending
O60951,2025-07-23,2025-07-23,C40101,P50038,9,128.82,Shipped
O60952,2024-06-14,2024-06-22,C40261,P50037,3,178.21,Shipped
O60953,2024-11-13,2024-11-20,C40084,P50007,4,60.48,Shipped
O60954,2025-12-26,2025-12-28,C40210,P50000,6,141.78,Shipped
O60955,2025-07-27,2025-07-30,C40193,P50040,7,10.33,Shipped
O60956,2024-09-09,2024-09-16,C40246,P50057,4,57.85,Shipped
O60957,2024-12-13,2024-12-21,C40258,P50021,2,105.09,Shipped
O60958,2024-08-25,2024-08-25,C40176,P50026,8,106.23,Shipped
O60959,2025-04-02,2025-04-05,C40103,P50057,9,90.47,Shipped
O60960,2024-04-21,2024-04-27,C40151,P50013,6,47.05,Shipped
O60961,2025-11-27,2025-11-28,C40180,P50031,8,18.49,Shipped
O60962,2025-12-22,2025-12-31,C40291,P50005,3,60.09,Pending
O60963,2024-08-06,2024-08-08,C40051,P50015,8,42.49,Shipped
O60964,2024-06-17,2024-06-25,C40024,P50022,8,59.79,Shipped
O60965,2025-01-29,2025-01-29,C40139,P50041,9,106.85,Shipped
O60966,2025-04-17,2025-04-25,C40126,P50018,9,76.87,Shipped
O60967,2025-04-15,2025-04-15,C40270,P50027,4,77.11,Pending
O60968,2024-01-31,2024-02-06,C40083,P50017,2,124.65,Shipped
O60969,2025-06-03,2025-06-06,C40044,P50008,7,99.29,Shipped
O60970,2024-02-18,2024-02-22,C40036,P50047,7,138.66,Shipped
O60971,2024-09-06,2024-09-07,C40268,P50040,6,9.02,Cancelled
O60972,2025-06-07,2025-06-13,C40181,P50038,6,149.14,Shipped
O60973,2025-10-10,2025-10-16,C40292,P50034,1,192.82,Shipped
O60974,2025-04-09,2025-04-12,C40078,P50007,7,79.35,Shipped
O60975,2024-04-26,2024-04-30,C40024,P50030,5,34.86,Shipped
O60976,2025-05-12,2025-05-17,C40138,P50042,1,87.7,Cancelled
O60977,2024-01-28,2024-02-03,C40051,P50029,8,69.53,Shipped
O60978,2024-06-17,2024-06-22,C40040,P50043,1,100.15,Shipped
O60979,2024-03-31,2024-03-31,C40264,P50019,3,75.5,Shipped
O60980,2025-12-20,2025-12-25,C40116,P50030,3,44.28,Shipped
O60981,2024-09-26,2024-09-29,C40021,P50022,8,59.97,Shipped
O60982,2025-02-12,2025-02-16,C40060,P50059,1,133.66,Shipped
O60983,2025-07-31,2025-08-03,C40110,P50010,4,46.48,Shipped
O60984,2025-12-09,2025-12-12,C40269,P50017,4,142.99,Shipped
O60985,2025-12-28,2025-12-30,C40191,P50040,4,7.4,Shipped
O60986,2024-04-30,2024-05-03,C40156,P50003,8,76.28,Pending
O60987,2024-10-14,2024-10-21,C40174,P50030,3,43.5,Shipped
O60988,2024-10-23,2024-10-25,C40239,P50001,4,141.05,Shipped
O60989,2025-08-05,2025-08-12,C40058,P50031,4,18.45,Shipped
O60990,2024-09-02,2024-09-06,C40145,P50019,4,60.31,Shipped
O60991,2024-06-18,2024-06-24,C40115,P50011,9,103.68,Shipped
O60992,2025-07-05,2025-07-06,C40012,P50029,3,74.53,Cancelled
O60993,2024-12-27,2024-12-29,C40165,P50019,2,66.58,Shipped
O60994,2025-06-30,2025-07-09,C40208,P50004,4,91.43,Shipped
O60995,2024-10-04,2024-10-12,C40199,P50031,1,17.99,Shipped
O60996,2024-12-21,2024-12-21,C40014,P50033,8,60.46,Shipped
O60997,2024-01-07,2024-01-16,C40118,P50039,9,71.6,Shipped
O60998,2024-01-12,2024-01-20,C40118,P50054,8,73.66,Shipped
O60999,2024-01-01,2024-01-02,C40046,P50042,8,79.48,Shipped
O61000,2024-05-08,2024-05-10,C40164,P50047,4,119.27,Shipped
O61001,2024-09-11,2024-09-12,C40159,P50038,7,141.71,Shipped
O61002,2024-02-06,2024-02-14,C40233,P50040,4,10.78,Shipped
O61003,2024-04-27,2024-05-05,C40229,P50047,8,92.78,Cancelled
O61004,2025-09-11,2025-09-18,C40269,P50039,2,70.96,Shipped
O61005,2025-09-16,2025-09-18,C40127,P50030,2,34.21,Shipped
O61006,2024-07-30,2024-08-08,C40061,P50043,9,91.29,Shipped
O61007,2025-11-22,2025-11-30,C40162,P50057,4,63.26,Shipped
O61008,2024-03-27,2024-04-04,C40199,P50029,3,87.63,Shipped
O61009,2024-01-23,2024-01-26,C40099,P50013,7,47.76,Shipped
O61010,2024-09-15,2024-09-22,C40141,P50024,4,92.81,Shipped
O61011,2024-07-12,2024-07-18,C40275,P50000,7,124.96,Shipped
O61012,2024-02-26,2024-02-27,C40230,P50018,4,54.35,Shipped
O61013,2025-09-11,2025-09-16,C40182,P50053,8,136.09,Shipped
O61014,2025-12-16,2025-12-21,C40281,P50005,1,54.15,Shipped
O61015,2024-07-16,2024-07-21,C40004,P50053,7,104.42,Shipped
O61016,2024-08-18,2024-08-21,C40159,P50033,3,53.2,Pending
O61017,2025-06-09,2025-06-15,C40079,P50019,4,59.53,Pending
O61018,2025-11-13,2025-11-21,C40086,P50028,9,68.07,Shipped
O61019,2024-07-28,2024-08-03,C40235,P50052,5,56.39,Cancelled
O61020,2025-05-14,2025-05-22,C40239,P50007,1,81.52,Shipped
O61021,2024-01-17,2024-01-24,C40145,P50033,5,50.37,Shipped
O61022,2025-02-17,2025-02-20,C40158,P50016,3,107.35,Shipped
O61023,2025-12-22,2025-12-29,C40179,P50032,5,141.0,Pending
O61024,2024-12-13,2024-12-19,C40264,P50047,2,97.79,Shipped
O61025,2025-04-13,2025-04-22,C40006,P50055,6,65.99,Shipped
O61026,2025-05-17,2025-05-20,C40169,P50015,3,32.22,Shipped
O61027,2025-04-07,2025-04-08,C40020,P50039,5,74.06,Shipped
O61028,2025-05-16,2025-05-22,C40281,P50025,9,67.94,Shipped
O61029,2025-10-10,2025-10-16,C40071,P50030,6,32.61,Shipped
O61030,2024-01-08,2024-01-14,C40005,P50009,7,96.2,Shipped
O61031,2025-10-08,2025-10-15,C40242,P50051,7,104.0,Shipped
O61032,2025-10-25,2025-10-30,C40221,P50010,9,49.03,Pending
O61033,2025-10-22,2025-10-22,C40270,P50002,8,42.47,Shipped
O61034,2024-09-25,2024-10-03,C40103,P50045,8,55.76,Cancelled
O61035,2025-03-02,2025-03-04,C40082,P50024,4,74.2,Shipped
O61036,2024-09-15,2024-09-17,C40200,P50004,6,95.42,Shipped
O61037,2025-09-06,2025-09-14,C40283,P50040,8,9.47,Shipped
O61038,2024-10-24,2024-10-31,C40282,P50017,6,154.47,Shipped
O61039,2024-08-16,2024-08-21,C40119,P50058,2,70.7,Shipped
O61040,2025-05-15,2025-05-21,C40196,P50058,5,69.63,Shipped
O61041,2024-02-06,2024-02-06,C40248,P50033,2,59.03,Shipped
O61042,2024-10-01,2024-10-03,C40223,P50028,7,68.09,Shipped
O61043,2024-05-30,2024-06-01,C40180,P50026,8,93.04,Pending
O61044,2024-09-30,2024-10-04,C40047,P50036,7,61.03,Shipped
O61045,2024-11-24,2024-11-27,C40189,P50054,5,55.96,Shipped
O61046,2024-02-16,2024-02-16,C40051,P50038,6,118.94,Shipped
O61047,2025-09-24,2025-09-30,C40135,P50005,5,61.6,Shipped
O61048,2024-10-31,2024-11-05,C40172,P50011,5,108.18,Shipped
O61049,2024-09-19,2024-09-22,C40007,P50037,3,180.79,Shipped
O61050,2024-04-19,2024-04-27,C40129,P50022,7,60.87,Shipped
O61051,2025-12-28,2025-12-31,C40094,P50028,4,72.64,Shipped
O61052,2025-09-17,2025-09-18,C40033,P50024,2,95.74,Shipped
O61053,2024-12-18,2024-12-26,C40194,P50035,8,124.16,Shipped
O61054,2024-09-01,2024-09-02,C40218,P50013,5,59.21,Shipped
O61055,2024-12-07,2024-12-07,C40268,P50004,5,102.18,Shipped
O61056,2025-12-03,2025-12-07,C40209,P50014,5,91.64,Shipped
O61057,2024-06-10,2024-06-15,C40054,P50040,1,10.87,Shipped
O61058,2025-05-15,2025-05-17,C40027,P50036,5,60.1,Shipped
O61059,2025-10-22,2025-10-30,C40246,P50048,5,91.65,Shipped
O61060,2025-07-06,2025-07-08,C40014,P50006,5,64.43,Shipped
O61061,2025-09-28,2025-10-07,C40114,P50008,1,141.12,Shipped
O61062,2025-11-23,2025-11-29,C40113,P50007,7,74.59,Shipped
O61063,2024-02-13,2024-02-14,C40054,P50033,6,56.98,Pending
O61064,2024-06-23,2024-06-27,C40189,P50034,7,187.26,Shipped
O61065,2024-04-15,2024-04-15,C40231,P50009,5,97.18,Shipped
O61066,2025-02-18,2025-02-26,C40268,P50026,3,103.12,Pending
O61067,2024-10-24,2024-10-30,C40140,P50003,8,56.23,Shipped
O61068,2024-01-30,2024-02-03,C40130,P50036,4,60.97,Shipped
O61069,2025-02-11,2025-02-17,C40060,P50034,5,181.01,Shipped
O61070,2024-03-14,2024-03-20,C40025,P50001,1,133.64,Shipped
O61071,2024-10-24,2024-10-29,C40252,P50005,2,78.69,Shipped
O61072,2024-09-24,2024-09-27,C40252,P50042,2,98.42,Shipped
O61073,2025-10-15,2025-10-18,C40294,P50053,4,130.4,Pending
O61074,2025-05-13,2025-05-15,C40037,P50050,3,42.17,Pending
O61075,2025-04-01,2025-04-08,C40126,P50034,3,165.35,Shipped
O61076,2025-08-30,2025-09-03,C40191,P50031,7,16.75,Pending
O61077,2024-05-11,2024-05-15,C40264,P50048,7,89.31,Shipped
O61078,2024-07-06,2024-07-13,C40124,P50050,8,38.97,Pending
O61079,2025-07-03,2025-07-08,C40041,P50054,8,70.39,Shipped
O61080,2025-07-01,2025-07-10,C40272,P50023,3,83.88,Shipped
O61081,2024-01-16,2024-01-18,C40024,P50028,6,69.56,Shipped
O61082,2024-06-12,2024-06-12,C40211,P50004,8,109.49,Shipped
O61083,2024-06-15,2024-06-19,C40109,P50010,3,68.13,Shipped
O61084,2024-01-05,2024-01-10,C40000,P50022,4,49.64,Shipped
O61085,2025-04-28,2025-05-06,C40157,P50048,5,62.95,Shipped
O61086,2024-02-09,2024-02-15,C40111,P50026,8,87.94,Pending
O61087,2025-09-07,2025-09-16,C40130,P50035,2,155.96,Shipped
O61088,2025-03-04,2025-03-04,C40054,P50051,5,76.88,Shipped
O61089,2025-07-10,2025-07-15,C40201,P50028,3,65.88,Pending
O61090,2024-12-29,2025-01-06,C40085,P50020,7,101.83,Shipped
O61091,2025-12-10,2025-12-15,C40045,P50043,3,83.94,Shipped
O61092,2024-07-16,2024-07-18,C40119,P50018,4,86.04,Shipped
O61093,2025-02-11,2025-02-18,C40056,P50023,4,84.11,Shipped
O61094,2024-01-05,2024-01-13,C40162,P50053,1,136.9,Shipped
O61095,2025-08-31,2025-09-02,C40159,P50026,7,75.64,Shipped
O61096,2025-02-19,2025-02-24,C40239,P50015,3,38.49,Shipped
O61097,2024-05-08,2024-05-16,C40293,P50050,5,25.81,Shipped
O61098,2025-08-20,2025-08-21,C40025,P50038,7,89.58,Shipped
O61099,2025-12-24,2025-12-24,C40011,P50046,8,55.09,Shipped
O61100,2024-02-20,2024-02-27,C40132,P50019,9,65.5,Shipped
O61101,2025-09-10,2025-09-17,C40020,P50046,2,57.29,Shipped
O61102,2025-06-22,2025-06-23,C40255,P50057,6,88.55,Shipped
O61103,2024-09-16,2024-09-21,C40242,P50009,3,129.93,Shipped
O61104,2025-04-08,2025-04-15,C40129,P50011,7,90.05,Shipped
O61105,2025-07-28,2025-08-06,C40288,P50033,4,72.31,Shipped
O61106,2024-12-16,2024-12-24,C40155,P50043,1,103.11,Shipped
O61107,2025-05-02,2025-05-04,C40163,P50000,8,130.02,Shipped
O61108,2024-02-05,2024-02-10,C40233,P50033,7,63.73,Shipped
O61109,2025-11-07,2025-11-14,C40165,P50007,3,82.39,Shipped
O61110,2025-11-06,2025-11-08,C40213,P50058,8,74.26,Shipped
O61111,2024-06-02,2024-06-03,C40071,P50043,4,125.44,Shipped
O61112,2024-12-15,2024-12-19,C40152,P50059,4,99.88,Shipped
O61113,2024-06-23,2024-06-30,C40243,P50013,3,49.8,Shipped
O61114,2024-10-19,2024-10-24,C40290,P50047,5,132.94,Pending
O61115,2024-07-20,2024-07-26,C40057,P50022,9,51.92,Pending
O61116,2025-09-21,2025-09-27,C40010,P50006,1,73.4,Shipped
O61117,2025-05-22,2025-05-31,C40178,P50028,6,78.89,Shipped
O61118,2025-09-10,2025-09-16,C40016,P50028,2,69.04,Shipped
O61119,2025-08-02,2025-08-03,C40204,P50030,2,37.84,Shipped
O61120,2025-06-15,2025-06-19,C40128,P50051,1,86.3,Shipped
O61121,2024-05-01,2024-05-02,C40240,P50016,3,103.65,Shipped
O61122,2025-08-29,2025-09-05,C40047,P50038,7,114.56,Shipped
O61123,2025-07-26,2025-08-04,C40013,P50011,7,91.97,Shipped
O61124,2024-03-31,2024-04-07,C40064,P50052,8,53.03,Pending
O61125,2024-03-05,2024-03-07,C40018,P50027,2,68.48,Shipped
O61126,2025-07-10,2025-07-16,C40045,P50047,1,137.47,Shipped
O61127,2024-10-12,2024-10-12,C40227,P50016,9,100.48,Shipped
O61128,2024-08-27,2024-08-29,C40207,P50018,9,71.91,Pending
O61129,2024-10-16,2024-10-19,C40186,P50058,7,68.32,Cancelled
O61130,2025-09-26,2025-09-30,C40126,P50011,8,105.08,Shipped
O61131,2024-09-22,2024-09-25,C40067,P50033,8,49.53,Shipped
O61132,2024-09-27,2024-10-01,C40250,P50019,6,64.5,Shipped
O61133,2024-10-18,2024-10-18,C40262,P50023,5,88.97,Shipped
O61134,2024-02-09,2024-02-17,C40075,P50041,9,100.89,Shipped
O61135,2024-01-28,2024-01-31,C40268,P50046,7,78.17,Shipped
O61136,2024-10-29,2024-11-06,C40187,P50028,8,60.32,Shipped
O61137,2024-01-13,2024-01-13,C40103,P50038,2,112.23,Shipped
O61138,2025-07-07,2025-07-15,C40064,P50002,3,52.43,Shipped
O61139,2024-11-06,2024-11-12,C40177,P50014,6,58.27,Pending
O61140,2025-01-01,2025-01-03,C40004,P50044,9,70.2,Pending
O61141,2024-09-02,2024-09-09,C40094,P50039,6,79.45,Shipped
O61142,2025-07-12,2025-07-19,C40206,P50002,4,35.48,Shipped
O61143,2024-11-08,2024-11-15,C40149,P50053,1,113.33,Shipped
O61144,2024-01-26,2024-02-03,C40043,P50024,-1,83.42,Pending
O61145,2024-12-22,2024-12-31,C40047,P50018,3,78.87,Shipped
O61146,2024-05-09,2024-05-10,C40208,P50027,2,66.62,Shipped
O61147,2025-03-10,2025-03-12,C40251,P50023,7,87.69,Shipped
O61148,2025-02-15,2025-02-15,C40207,P50030,7,43.4,Shipped
O61149,2024-12-12,2024-12-12,C40047,P50009,4,121.75,Shipped
O61150,2024-10-08,2024-10-09,C40200,P50008,9,125.01,Shipped
O61151,2025-03-11,2025-03-17,C40083,P50059,4,133.76,Shipped
O61152,2025-05-12,2025-05-18,C40177,P50044,5,64.28,Cancelled
O61153,2025-10-04,2025-10-04,C40177,P50021,5,160.04,Shipped
O61154,2025-12-04,2025-12-08,C40265,P50050,6,42.23,Shipped
O61155,2024-03-01,2024-03-02,C40247,P50047,2,138.4,Shipped
O61156,2025-04-27,2025-04-28,C40022,P50041,3,86.73,Shipped
O61157,2024-03-02,2024-03-02,C40000,P50043,7,106.7,Shipped
O61158,2024-11-01,2024-11-06,C40279,P50057,8,90.12,Shipped
O61159,2025-06-25,2025-06-25,C40091,P50050,4,31.03,Shipped
O61160,2025-01-31,2025-02-07,C40019,P50015,2,45.27,Pending
O61161,2025-08-13,2025-08-22,C40057,P50043,8,89.75,Shipped
O61162,2025-10-29,2025-11-06,C40148,P50009,6,104.31,Shipped
O61163,2025-12-12,2025-12-20,C40266,P50030,4,41.8,Shipped
O61164,2025-05-06,2025-05-13,C40276,P50004,6,126.88,Shipped
O61165,2025-05-07,2025-05-16,C40196,P50010,8,48.09,Shipped
O61166,2025-08-10,2025-08-18,C40080,P50043,1,82.62,Shipped
O61167,2024-06-19,2024-06-21,C40213,P50022,4,50.7,Shipped
O61168,2024-08-08,2024-08-14,C40251,P50009,9,101.44,Shipped
O61169,2024-09-06,2024-09-09,C40123,P50058,3,76.94,Shipped
O61170,2025-06-28,2025-07-06,C40177,P50056,9,181.67,Shipped
O61171,2024-09-13,2024-09-13,C40146,P50013,3,49.93,Shipped
O61172,2024-04-11,2024-04-15,C40258,P50035,5,177.15,Shipped
O61173,2025-08-06,2025-08-09,C40183,P50017,1,113.65,Shipped
O61174,2025-07-02,2025-07-10,C40014,P50048,7,67.42,Shipped
O61175,2025-03-10,2025-03-12,C40261,P50041,3,129.23,Pending
O61176,2025-10-06,2025-10-14,C40166,P50026,8,79.63,Shipped
O61177,2025-08-01,2025-08-05,C40129,P50055,2,68.63,Shipped
O61178,2025-10-20,2025-10-26,C40056,P50044,2,84.44,Shipped
O61179,2024-07-08,2024-07-13,C40209,P50009,5,112.11,Shipped
O61180,2024-03-26,2024-03-30,C40005,P50026,1,100.02,Shipped
O61181,2024-09-06,2024-09-09,C40052,P50049,3,87.87,Pending
O61182,2025-08-29,2025-08-31,C40206,P50032,7,105.47,Shipped
O61183,2025-11-06,2025-11-12,C40081,P50005,5,63.41,Shipped
O61184,2024-03-21,2024-03-24,C40224,P50046,6,54.58,Shipped
O61185,2025-09-17,2025-09-25,C40078,P50028,1,75.93,Shipped
O61186,2024-12-15,2024-12-16,C40220,P50014,7,71.36,Shipped
O61187,2025-08-20,2025-08-22,C40203,P50048,1,89.0,Shipped
O61188,2025-05-13,2025-05-13,C40218,P50053,6,94.33,Shipped
O61189,2024-02-13,2024-02-21,C40220,P50035,8,179.24,Shipped
O61190,2024-12-19,2024-12-23,C40239,P50042,7,102.9,Shipped
O61191,2024-03-06,2024-03-06,C40110,P50014,4,88.05,Shipped
O61192,2024-09-05,2024-09-05,C40140,P50044,2,89.07,Shipped
O61193,2025-07-07,2025-07-16,C40021,P50054,8,53.47,Shipped
O61194,2025-05-14,2025-05-22,C40104,P50014,2,73.8,Shipped
O61195,2025-05-30,2025-06-01,C40137,P50056,5,153.67,Shipped
O61196,2025-04-28,2025-05-04,C40231,P50005,3,56.84,Shipped
O61197,2024-01-11,2024-01-13,C40270,P50026,1,100.58,Pending
O61198,2025-03-02,2025-03-10,C40199,P50004,4,112.04,Shipped
O61199,2024-12-20,2024-12-27,C40038,P50026,5,99.9,Shipped
O61200,2025-01-21,2025-01-25,C40060,P50038,7,149.67,Shipped
O61201,2024-06-04,2024-06-13,C40160,P50052,7,53.8,Shipped
O61202,2025-05-30,2025-06-01,C40130,P50009,8,125.06,Shipped
O61203,2025-03-20,2025-03-29,C40279,P50053,8,113.74,Shipped
O61204,2024-10-21,2024-10-23,C40054,P50059,4,112.64,Shipped
O61205,2024-02-11,2024-02-19,C40171,P50003,4,69.49,Shipped
O61206,2024-02-20,2024-02-28,C40233,P50057,6,65.79,Pending
O61207,2024-09-19,2024-09-24,C40131,P50054,5,62.48,Shipped
O61208,2025-01-27,2025-01-28,C40074,P50001,3,128.66,Shipped
O61209,2025-12-29,2026-01-05,C40039,P50003,1,66.77,Shipped
O61210,2025-06-12,2025-06-18,C40186,P50043,5,91.17,Shipped
O61211,2024-12-20,2024-12-28,C40189,P50025,5,51.72,Shipped
O61212,2024-08-06,2024-08-08,C40220,P50015,9,40.21,Shipped
O61213,2024-05-03,2024-05-05,C40251,P50024,8,74.2,Shipped
O61214,2024-04-12,2024-04-15,C40297,P50020,3,141.24,Cancelled
O61215,2024-02-22,2024-02-25,C40056,P50058,1,77.22,Shipped
O61216,2025-10-28,2025-10-28,C40129,P50014,8,68.66,Shipped
O61217,2024-01-12,2024-01-13,C40097,P50005,5,82.16,Shipped
O61218,2025-09-23,2025-09-27,C40261,P50049,1,80.49,Shipped
O61219,2025-03-02,2025-03-11,C40035,P50050,7,28.01,Shipped
O61220,2025-03-28,2025-03-29,C40199,P50053,4,139.91,Shipped
O61221,2025-12-01,2025-12-03,C40094,P50058,2,81.49,Shipped
O61222,2025-07-29,2025-08-06,C40002,P50002,6,43.35,Shipped
O61223,2024-04-17,2024-04-17,C40179,P50046,8,62.61,Shipped
O61224,2025-12-09,2025-12-09,C40117,P50016,7,148.7,Shipped
O61225,2024-05-08,2024-05-16,C40207,P50025,3,48.83,Shipped
O61226,2025-02-20,2025-02-22,C40118,P50026,6,96.75,Shipped
O61227,2025-04-13,2025-04-16,C40057,P50059,5,125.62,Shipped
O61228,2024-06-27,2024-06-27,C40035,P50031,8,17.93,Shipped
O61229,2025-04-05,2025-04-09,C40054,P50013,2,55.71,Shipped
O61230,2025-04-11,2025-04-20,C40131,P50005,8,48.97,Shipped
O61231,2025-12-17,2025-12-26,C40080,P50035,4,143.09,Shipped
O61232,2025-10-30,2025-11-05,C40034,P50049,6,88.48,Shipped
O61233,2024-10-19,2024-10-25,C40095,P50042,5,98.69,Shipped
O61234,2025-05-19,2025-05-25,C40250,P50056,4,189.32,Shipped
